"","x"
"1",0.291298309093009
"2",0.717177297333811
"3",1.50257895153185
"4",12.6875655021834
"5",0.214062730393419
"6",0.232881940100758
"7",0.289273486876949
"8",0.200737069629095
"9",0.175513102565947
"10",0.169747423011025
"11",0.142497528261865
"12",0.281307031536077
"13",1.19862654588154
"14",1.10963181497118
"15",1.20757600916223
"16",1.0441748941063
"17",1.422713932506
"18",1.2415603110826
"19",32.7961253777647
"20",2.13260117936552
"21",103.152670022844
"22",11.2255502994014
"23",143.381946524552
"24",1.84185006980049
"25",2.5170205829916
"26",1.90898412377647
"27",1.27229354321624
"28",1.35564748648848
"29",1.35788199340385
"30",1.53201293752469
"31",4.14552900815211
"32",1.54998812430715
"33",0.334611928364968
"34",0.297003414681915
"35",0.989230220994482
"36",2.7606082099584
"37",0.276674948917785
"38",7.15039160022461
"39",0.280225337484465
"40",0.138470227256879
"41",2.95332985629852
"42",0.267702775600762
"43",4.68307206473947
"44",0.729555875666031
"45",0.222788359067554
"46",0.240113361707434
"47",0.460503823306966
"48",0.646297022799692
"49",6.17805398453331
"50",0.574611286589656
"51",0.551760671531172
"52",2.50998939092909
"53",0.334431932852988
"54",5.49202922871279
"55",0.398289531708611
"56",0.366875620950423
"57",0.464853113502195
"58",0.452739273443411
"59",0.378382597567241
"60",0.361645725406574
"61",0.344148628279636
"62",0.209185658544768
"63",0.567922572179862
"64",0.360315339667711
"65",0.433635517582759
"66",0.351526681916059
"67",0.623062467675511
"68",0.317925117810643
"69",0.408238222218156
"70",0.395805741482019
"71",0.417529556362987
"72",0.585569841518407
"73",0.187654704349164
"74",0.132766690316229
"75",0.144381306332517
"76",4.09031703344826
"77",0.093761413459299
"78",0.104344134583629
"79",4.14169908449954
"80",0.111751628288149
"81",0.132248109507587
"82",0.500473963364845
"83",1.03195625334666
"84",0.148947144508003
"85",0.164963762122826
"86",0.202833640735316
"87",0.148917486534244
"88",1.72032694943905
"89",1.63361617254532
"90",0.381039794524263
"91",0.146734680599297
"92",0.63942765033066
"93",0.183306092510312
"94",0.0629887683463091
"95",0.102232596166394
"96",0.0249595987178091
"97",0.0388710663795172
"98",0.0392564954113903
"99",0.0453513030882167
"100",0.0402047648855691
"101",0.0469594256478659
"102",0.379148380271553
"103",0.0944120062689779
"104",0.00551620814243345
"105",0.0118558543394933
"106",0.00778638909888917
"107",0.124229236437057
"108",0.00766067827935045
"109",0.348052945932868
"110",0.00925329457228587
"111",0.0399259994317881
"112",0.0983186921302107
"113",0.0319441272033964
"114",0.0273479369894602
"115",0.00976759956133832
"116",0.0109532160864339
"117",0.00793991656327845
"118",0.0117309222040742
"119",0.0838218581954186
"120",0.266197173463072
"121",2.45714378130799
"122",0.279497578987188
"123",59.5784753328685
"124",0.120683834367749
"125",0.0196511807769509
"126",0.0544918059772202
"127",0.150208088289429
"128",1.56824308221389
"129",0.207189718109658
"130",0.289857342786081
"131",22.2327460007886
"132",0.461621998472679
"133",1.4268915595442
"134",0.304433183142018
"135",281.43220446222
"136",10.177882833396
"137",1.24953433049876
"138",3.62574785099539
"139",1.29896334425964
"140",4.10137500368732
"141",1.20905118235853
"142",1.09249625447349
"143",1.15721568712712
"144",838.840043916441
"145",5.20174738579759
"146",1.68179218333474
"147",1.27262422822854
"148",1.18128467361022
"149",1.23315102611766
"150",2.76469515029254
"151",1.34393477284904
"152",11608.9890282602
"153",2.96467514026885
"154",1.20806012091238
"155",1.92825669238628
"156",1.16636129016175
"157",1.25036915394536
"158",1.17278875729926
"159",1.28345523496438
"160",1.17636325516049
"161",3.36370593285352
"162",1.33211446415128
"163",1.67397842909226
